HR info ID,Preferred Term,ACRONYM,homepage,OrgTypeID - OrgTypePreferredTerm,FinancialTrackingService ID,Edit Status,IsReplacedBy,Notes
46569,Association des oeuvres medicales pour la santé en Centrafrique,ASSOMESCA,,441 - National NGO,,,,
46570,Association des Ressortissants de Ngaoundaye pour le Développement,ARND,,441 - National NGO,,,,
62069,Association des Soignants Préparés Aux Risques Majeurs,ASPRIM,,441 - National NGO,,,,
62561,Association des Volontaires pour la Récupération des Enfants Orphelins Abandonnés et Malnutris,AVREO,,441 - National NGO,,,,
62548,"Association du Centre SahÃ©lien de Prestation dâ€™Ã‰tude, dâ€™EcodÃ©veloppement et DÃ©mocratie AppliquÃ©e (Mali)",CSPEEDA,http://cspeeda.org/,441 - National NGO,,,,
53120,Association for Aid and Relief Japan,AAR Japan,,437 - International NGO,,,,
54600,Association for Better Community Development,ABCD,,441 - National NGO,,,,
54601,Association for Community Development,ACD,,441 - National NGO,,,,
62504,Association for Health and Counselling - Shanthiham,AHC,http://shanthiham.lk/,443 - Other,,,,
62601,Association for Humanitarian Development (Pakistan),AHD,http://www.ahdpak.org/,441 - National NGO,,,,
62976,Association for Integration and Development,AID,http://www.aid-site.org/,441 - National NGO,,,,
62121,Association for the Protection of Refugee Women and Children (Iran),HAMI,,441 - National NGO,,,,
53121,Association for Volunteers in International Service,AVSI,,437 - International NGO,,,,
46571,Association Franco Africaine d'Actions Solidaires et d'Entraide de Centrafrique,,,441 - National NGO,,,,
62079,Association Internationale de Coopération Médicale,AICM,http://www.aicm.eu/,437 - International NGO,,,,
62122,Association Locale pour le Developpement Integral (Democratic Republic of Congo),ALDI,,441 - National NGO,,,,
62717,Association Malienne de Recherche Action pour le Développement (Mali),AMRAD,http://amrad-ml.org/,441 - National NGO,,,,
49429,Association Malienne des Expulsés,AME,,441 - National NGO,,,,
62123,Association Malienne pour la Survie du Sahel (Mali),AMSS,,441 - National NGO,,,,
62549,Association Malienne pour le Développement Durable (Mali),AMDD,,441 - National NGO,,,,
62454,Association Nigérienne pour un Développement Durable (Niger),ANDD Garkua,,441 - National NGO,,,,
61348,Association of Caribbean States,Association of Caribbean States,http://www.acs-aec.org/,438 - International Organization,,,,
56763,Association of International NGOs (AIN),AIN,http://www.ain.org.np/index.php,437 - International NGO,,,,
17174,Association of Southeast Asian Nations,ASEAN,http://www.asean.org,438 - International Organization,,,,
62818,Association of Volunteers in International Service,AVSI,,437 - International NGO,,,,
46572,Association of Women Lawyers of Central African Republic,,,443 - Other,,,,
17175,"Association of Writers and Radio Announcers Foundation, Inc.",AWRAFI,,439 - Media,,,,
60827,Association of Youth Organizations Nepal,AYON,http://www.ayon.org/,441 - National NGO,,,,
46573,Association Pisciculture et Développement Rural en Afrique,APDRA,,437 - International NGO,,,,
62124,Association Pour la Defense des Droits de la Femme en Mauritanie (Mauritania),,,441 - National NGO,,,,
62534,Association pour la dynamisation des initiatives locales (Niger),ONG KARKARA,http://www.ongkarkara.net/,441 - National NGO,,,,
62125,Association pour la Paix et la Solidarite (Burkina Faso),,,441 - National NGO,,,,
63063,Association pour la Promotion de entrepreneuriat Féminin,APEF,,441 - National NGO,,,,
62126,Association pour la Promotion de la Femme et de l'Enfant (Mali),ASSOPROFEN,,441 - National NGO,,,,
46574,Association pour le Développement Communautaire en Centrafrique,ADECOM,,441 - National NGO,,,,
46575,Association pour le développement de Mbrès (Central African Republic),ADEM,,441 - National NGO,,,,
46576,Association Pour le Developpement du Mbomou (Central African Republic),ASSODEMBO,,441 - National NGO,,,,
62127,Association pour le Développement Social et la Sauvegarde de l'Environnement  DRC Congo (Democratic Republic of Congo),ADSSE,,441 - National NGO,,,,
62734,Association Sholutions,NGO Sholutions,http://www.sholutions.org,437 - International NGO,,,,
61349,Association Tosalisana,TOSALISANA,www.tosalisana.ch,438 - International Organization,,,,
62128,Association Zood Nooma pour le Développement (Burkina Faso),,,441 - National NGO,,,,
61841,Associazione un Tetto per Paesi Emergenti,ATePE Italia,https://www.facebook.com/atepe.italia.onlus,441 - National NGO,,,,
62518,Assyrian Aid Society Iraq,AASI,http://www.assyrianaidiraq.org/,441 - National NGO,,,,
62543,ASUDA,,http://www.asuda.org/,441 - National NGO,,,,
17176,ASYA SAR/KYM,,,443 - Other,,,,
61604,Ataa for Relief and Development,ARD,http://ataarelief.org/,441 - National NGO,,,,
54746,Ateneo Peace and Culture Institute,APCI,,441 - National NGO,,,,
17177,Ateneo School of Government,Ateneo,,431 - Academic / Research,,,,
62746,Atlas Logistique,Atlas Logistique,,444 - Private sector,,,,
63113,Auranitis (Jordan),Auranitis,,441 - National NGO,,,,
17178,Australian Agency for International Development,AusAID,http://www.ausaid.gov.au/,435 - Government,,,,
61635,Australian Council for International Development,ACFID,http://www.acfid.asn.au/,443 - Other,,,,
17180,Australian Field Hospital,,,437 - International NGO,,,,
61961,Australian National University,ANU,,431 - Academic / Research,,,,
56608,Australian Red Cross,Aus RC,www.redcross.org.au,445 - Red Cross / Red Crescent,,,,
61691,Austrian Armed Forces,AAF,http://www.bmlvs.gv.at/,440 - Military,,,,
56659,Austrian Forces Disaster Relief Unit,AFDRU,http://www.bundesheer.at/,440 - Military,,,,
61198,Austrian Red Cross,,http://www.roteskreuz.at/,445 - Red Cross / Red Crescent,,,,
17181,Autonomous Regional Government of Muslim Mindanao,ARMM,http://armm.gov.ph,435 - Government,,,,
63044,AuxForce ONLUS,AuxForce,www.auxforce.org,437 - International NGO,,,,
62080,Aviation Sans Frontières France,ASF-F,http://asf-fr.org/,437 - International NGO,,,,
56436,Avocats Sans Frontières,ASF,,441 - National NGO,,,,
52524,AVSI Foundation,AVSI,http://www.avsi.org,437 - International NGO,,,,
2093,AW-MOS Development and Relief Organization,ADRO,,441 - National NGO,,,,
56676,AWO International,,,437 - International NGO,,,,
62129,Ayadi Relief (Bahrain),,,441 - National NGO,,,,
56607,Aythos,Aythos,www.aythos.org,437 - International NGO,,,,
62503,Ayuda en Acción,AeA,www.ayudaenaccion.org,437 - International NGO,,,,
2094,AYUUB Organisation,AYUUB,,441 - National NGO,,,,
61578,Badan Penanggulangan Bencana Daerah Kabupaten Serang,BPBD Kabupaten Serang,http://bpbd.serangkab.go.id,435 - Government,,,,
54717,Badan Pusat Statistik,BPS,http://bps.go.id/,435 - Government,,,,
62132,BADIL (Palestine),,,441 - National NGO,,,,
54602,Badin Development Organization,BDO,,441 - National NGO,,,,
54804,Baguio Center for Young Adults,BCYA,,441 - National NGO,,,,
61201,Bahrain Red Crescent Society,,http://rcsbahrain.org/,445 - Red Cross / Red Crescent,,,,
62533,Bakhtar Development Network (Afghanistan),BDN,,441 - National NGO,,,,
54723,"Balay Integrated Rehabilitation center for Total Human Development, Inc.",BIRTH DEV,,441 - National NGO,,,,
17182,Balay Mindanaw,,,441 - National NGO,,,,
54720,Balay Rehabilitation,Balay,,441 - National NGO,,,,
54823,Balay Rehabilitation Center Inc.,Balay Rehab,,441 - National NGO,,,,
54785,"Balay Rehabilitation Center, Inc.",BALAY,,441 - National NGO,,,,
56480,Ban Landmines Campaign Nepal,NCBL,,437 - International NGO,,,,
56601,Banghallan Central Bunne,BCB,,444 - Private sector,,,,
61967,Bangladesh NGOs Network for Radio and Communication,BNNRC,http://www.bnnrc.net/,441 - National NGO,,,,
61202,Bangladesh Red Crescent Society,,http://www.bdrcs.org/,445 - Red Cross / Red Crescent,,,,
53122,Bangladesh Rehabilitation Assistance Committee,BRAC,,437 - International NGO,,,,
54833,Bangon Agusan del Sur Alang sa Kalambuan,BASAK Inc,,441 - National NGO,,,,
54721,Bangsamoro Center for Just Peace,BCJP,,441 - National NGO,,,,
54722,Bangsamoro Development Agency,BDA,,441 - National NGO,,,,
54741,Bangsamoro Women Foundation for Recovery and Development,BWFRD,,441 - National NGO,,,,
61600,Banka BioLoo,Banka BioLoo,www.bankabio.com,444 - Private sector,,,,
54747,Bantay Bayanihan,Bantay Bayanihan,,441 - National NGO,,,,
54793,Bantay Bayanihan Network,,,441 - National NGO,,,,
54802,Bantay Ceasefire l Kapatutan BAHRAN,,,441 - National NGO,,,,
62629,Banu Digital Literacy Organization,BDLO,,441 - National NGO,,,,
61350,Banyan Tree Foundation,BTF,http://www.banyantreeglobalfoundation.com/,438 - International Organization,,,,
50487,Baphalali Swaziland Red Cross Society,BSRCS,,445 - Red Cross / Red Crescent,,,,
63012,Baraka Humanitarian Organization,BHO,,441 - National NGO,,,,
56479,Barcelona Crisis Center,UTCCB,http://www.utccb.net,438 - International Organization,,,,
54603,Basic Education and Employable Skill Training,BEST,,441 - National NGO,,,,
54604,"Basic Education for Awareness, Reform and Empowerment",BEFARe,,441 - National NGO,,,,
54605,Basic Human Rights,BHR,,437 - International NGO,,,,
63013,Basic Vocational Education & Social Organization,BSE Org,,441 - National NGO,,,,
61351,Basics Support for Institutionalizing Child Survival,BASICS,www.basics.org,438 - International Organization,,,,
61815,Basmeh & Zeitooneh For Relief and Development,Basmeh & Zeitooneh,http://www.basmeh-zeitooneh.org/,441 - National NGO,,,,
46957,Bâtir Notre Terre (DRC),BATE,,441 - National NGO,,,,
54799,BAWGBUG,,,441 - National NGO,,,,
61352,Bay of Bengal Programme,BOBP,http://www.bobpigo.org/,438 - International Organization,,,,
56600,BBC Media Action,,http://www.bbc.co.uk/mediaaction,437 - International NGO,,,,
61809,BeDataDriven,BDD,http://www.bedatadriven.com,444 - Private sector,,,,
61203,Belarus Red Cross,,http://www.redcross.by/,445 - Red Cross / Red Crescent,,,,
17183,Belarusian Special Response Team,,,435 - Government,,,,
62747,Belgian Defense,,,440 - Military,,,,
50358,Belgian Development Cooperation,,http://diplomatie.belgium.be/en/policy/development_cooperation/,433 - Donor,,,,
17184,Belgian First Aid and Support Team,B-FAST,,435 - Government,,,,
62761,Belgian Mobile,,,444 - Private sector,,,,
62748,Belgian Protection Civile UP 2 Libramont,,,443 - Other,,,,
49513,Belgian Red Cross,,,445 - Red Cross / Red Crescent,,,,
62508,Believe in Humanitarian Action Organization (Sudan),BHA Org,www.bha-sd.org,441 - National NGO,,,,
61204,Belize Red Cross Society,,http://www.caribbeanredcross.org/belize/,445 - Red Cross / Red Crescent,,,,
61993,Bena Charity For Human Development,BCHD,http://www.benaye.org/,441 - National NGO,,,,
62467,Bencana ID,,,439 - Media,,,,
54808,"Benguet Network of Development Oriented Peoples' Organization, Inc.",BNDOPO,,441 - National NGO,,,,
54843,Benposta nación de muchachos,,http://www.benpostacolombia.org/en/,437 - International NGO,,,,
62011,Bent Al-Rafedain,BROB,https://www.facebook.com/org.brob/?fref=ts,441 - National NGO,,,,
54606,Bent-e-Hawa Peace and Development Organization,BPDO,,441 - National NGO,,,,
61353,Best Radio Kahuzi,BEST RADIO,www.besi.org,438 - International Organization,,,,
62593,Bibliothèques Sans Frontières,BSF,http://www.bibliosansfrontieres.org/,437 - International NGO,,,,
62893,Bien Bac Cho Cuoc Song Vang (Viet Nam),BBCCSV,,441 - National NGO,,,,
61556,Bien être de la Femme Rurale,BFR,,441 - National NGO,,,,
62400,Big Heart Foundation,BHF,http://bigheartsfoundation.org/,441 - National NGO,,,,
52793,Bihar Relief Organisation,BRO,,438 - International Organization,,,,
62390,Bihar Relief Organization,,,441 - National NGO,,,,
62077,Bijoy Sekhar Memorial Charity for Humanity Research Institute,BISMOC-HRI,,431 - Academic / Research,,,,
62053,Bioforce Institute,Bioforce,http://www.institutbioforce.fr/,431 - Academic / Research,,,,
61999,Bird,,http://www.hannahmassarella.co.uk/,438 - International Organization,,,,
62998,Black Emergency Managers Association International,BEMA,http://www.blackemergmanagersassociation.org/,437 - International NGO,,,,
61205,Bolivian Red Cross,,http://www.cruzrojaboliviana.org/,445 - Red Cross / Red Crescent,,,,
62981,Bomberos de Chile,BdCH,www.bomberos.cl,432 - Civilian,,,,
62433,Bomberos Voluntarios de Luján de Cuyo (Argentina),BVL,,441 - National NGO,,,,
61949,Bonyan (BINA INSAN),BO,http://www.bonyan-ngo.org/,441 - National NGO,,,,
63068,BORNEfonden Children and Youth Foundation,BOF,http://bornefonden.com/,437 - International NGO,,,,
17185,Boston university,,,443 - Other,,,,
62671,Bothoor Al-Kaer Organization for Relief and Development,BAHO,https://www.facebook.com/BothoorAlkhaerHumanOrganization/,441 - National NGO,,,,
50488,Botswana Red Cross Society,BRCS,,445 - Red Cross / Red Crescent,,,,
17186,Boy Scouts of the Philippines,BSP,,441 - National NGO,,,,
56649,BRAC,BRAC,http://www.brac.net/,443 - Other,,,,
17187,Bradford United Church of Christ,BUCC,,446 - Religious,,,,
61206,Brazilian Red Cross,,http://www.cruzvermelha.org.br/,445 - Red Cross / Red Crescent,,,,
62303,Bremen Overseas Research and Development Association,BORDA,,437 - International NGO,,,,
62829,Bridges to Prosperity,B2P,http://www.bridgestoprosperity.org/,437 - International NGO,,,,
54607,Bright Future Organization,,,441 - National NGO,,,,
56481,Britain Nepal Medical Trust,BNMT,,437 - International NGO,,,,
52525,British Broadcasting Corporation,BBC,http://www.bbc.com,439 - Media,,,,
17189,British Council,Brit. Council,"http://www.britishcouncil.org/india, http://www.indev.nic.in",431 - Academic / Research,,,,
47223,British Embassy,,,433 - Donor,,,,
50489,British Foreign and Commonwealth Office,BFCO,,435 - Government,,,,
46577,British Medical Journal,BMJ,http://www.bmj.com,439 - Media,,,,
17190,British Red Cross,BRC,,445 - Red Cross / Red Crescent,,,,
2095,Brothers Relief and Development Organization,BRADO,,441 - National NGO,,,,
62462,Buddhist Tzu Chi Foundation,BTCF,http://www.tzuchi.us/,437 - International NGO,,,,
62133,Buddhist Tzu Chi Medical Foundation (United States of America),,,441 - National NGO,,,,
62828,Build Change,BC,www.buildchange.org,437 - International NGO,,,,
62843,Build Health International,BHI,http://www.buildhealthinternational.org/,437 - International NGO,,,,
61658,Building Foundation for Development,BFD,,441 - National NGO,,,,
62308,Building Markets,,http://buildingmarkets.org/,437 - International NGO,,,,
61207,Bulgarian Red Cross,,http://www.redcross.bg/,445 - Red Cross / Red Crescent,,,,
56119,Bulig Visayas,BV,,441 - National NGO,,,,
61844,"Bureau of Population, Refugees, and Migration",US PRM,,435 - Government,,,,
50377,Burkinabe Red Cross,,,445 - Red Cross / Red Crescent,,,,
62043,Burundi Rugby League-Rugby A XIII Cooperative,BRLA COOP,,441 - National NGO,,,,
63120,Bushido Advisory,BA,www.bushido-advisory.com,444 - Private sector,,,,
61934,BushProof,,http://www.bushproof.com/,444 - Private sector,,,,
62980,Cabinet de Consultance Internationale en Economie Sociale et Solidaire,CESS-CONSULTING-INTER,,444 - Private sector,,,,
62342,Cable News Network,CNN,,439 - Media,,,,
